Customer ID,First Name,Last Name,State,Date of Birth, Last 6 Months Purchases 
BMcc36353,Brooke,Mccarthy,Rhode Island,12/07/1999, $142.00 
BMan33313,Bryan,Manning,Mississippi,16/03/1991, $160.00 
BMar34841,Bryant,Martin,California,22/05/1995, $214.00 
BMed34532,Bryant,Medina,Connecticut,17/07/1994, $125.00 
BFig36185,Byron,Figueroa,New Jersey,25/01/1999, $125.00 
CJim34289,Calvin,Jimenez,Minnesota,16/11/1993, $214.00 
CRos35934,Camille,Rose,Florida,19/05/1998, $225.00 
CRus35410,Camille,Russell,Louisiana,11/12/1996, $210.00 
CCha35379,Carlos,Chandler,California,10/11/1996, $576.00 
CMar34031,Carlton,Martinez,Virginia,03/03/1993, $476.00 
CSch34344,Carol,Schneider,California,10/01/1994, $652.00 
CWhe34700,Carol,Wheeler,Florida,01/01/1995, $66.00 
CHar33929,Carroll,Harrington,Tennessee,21/11/1992, $176.00 
CLyn35197,Carroll,Lynch,Utah,12/05/1996, $172.00 
CDea34074,Cary,Dean,Tennessee,15/04/1993, $84.00 
COls36398,Cary,Olson,Iowa,26/08/1999, $95.00 
CBri33495,Casey,Briggs,District of Columbia,14/09/1991, $225.00 
CSta33463,Casey,Stanley,Vermont,13/08/1991, $144.00 
CWag35389,Casey,Wagner,California,20/11/1996, $576.00 
CWal35272,Casey,Walsh,Pennsylvania,26/07/1996, $725.00 
CMor35519,Cassandra,Morton,Florida,30/03/1997, $225.00 
CMax33857,Cecelia,Maxwell,Florida,10/09/1992, $225.00 
CMcc35020,Cecelia,Mccarthy,New York,17/11/1995, $398.00 
CTuc36521,Cecilia,Tucker,Indiana,27/12/1999, $90.00 
CCha35860,Cesar,Chambers,Indiana,06/03/1998, $124.00 
CWea35519,Cesar,Weaver,California,30/03/1997, $973.60 
CMun35273,Chad,Munoz,Texas,27/07/1996, $207.00 
CPer34915,Chad,Perry,Maine,04/08/1995, $70.00 
CWal33485,Chad,Wallace,Massachusetts,04/09/1991, $325.00 
CJon36050,Charlene,Jones,Texas,12/09/1998, $159.00 
CSpa34375,Charlene,Sparks,California,10/02/1994," $1,344.00 "
CEst33981,Charlie,Estrada,Maryland,12/01/1993, $400.00 
CMan35240,Charlie,Manning,California,24/06/1996, $659.00 
CCal34296,Cheryl,Caldwell,Virginia,23/11/1993, $263.00 
CFlo35606,Cheryl,Floyd,California,25/06/1997, $70.00 
CLin35207,Chester,Lindsey,California,22/05/1996, $72.00 
CTer34348,Chris,Terry,New York,14/01/1994, $323.00 
CBry33396,Christie,Bryant,California,07/06/1991, $640.00 
CJen35504,Christie,Jenkins,Texas,15/03/1997, $107.00 
CWoo34720,Christie,Woods,New Jersey,21/01/1995, $100.00 
CAnd33374,Christine,Andrews,New York,16/05/1991, $357.00 
CHol33858,Christine,Holmes,Utah,11/09/1992, $355.00 
CSwa35095,Christopher,Swanson,West Virginia,31/01/1996, $75.00 
CGuz34418,Cindy,Guzman,California,25/03/1994, $25.00 
CSin34174,Cindy,Singleton,Illinois,24/07/1993, $293.00 
CDay36032,Claire,Day,North Dakota,25/08/1998, $142.00 
CShe35428,Claire,Sherman,Florida,29/12/1996, $225.00 
CCob34399,Clarence,Cobb,Missouri,06/03/1994, $124.00 
COsb35736,Clark,Osborne,Oregon,02/11/1997, $725.00 
CDoy35111,Clay,Doyle,North Carolina,16/02/1996, $160.00 
CCra34398,Clayton,Craig,New York,05/03/1994, $176.00 
CDea35531,Clifford,Dean,Vermont,11/04/1997, $63.00 
CHar34743,Clyde,Harrington,California,13/02/1995, $55.00 
CCha34140,Colin,Chavez,Montana,20/06/1993, $68.00 
CMye33422,Colin,Myers,California,03/07/1991, $67.50 
CSta34748,Colin,Stanley,New Mexico,18/02/1995, $160.00 
CMat34216,Colleen,Mathis,Kansas,04/09/1993, $95.00 
CFow33469,Connie,Fowler,Michigan,19/08/1991, $58.30 
CHal34697,Constance,Hale,New York,29/12/1994, $197.00 
CMen36338,Constance,Mendez,Florida,27/06/1999, $64.00 
CStr33254,Constance,Strickland,Rhode Island,16/01/1991, $248.00 
CWil35120,Constance,Williams,Florida,25/02/1996, $100.00 
CMil34506,Cory,Mills,Florida,21/06/1994, $750.00 
CPat34767,Courtney,Patrick,New Mexico,09/03/1995, $160.00 
CTra34308,Craig,Tran,California,05/12/1993," $1,342.80 "
CKel33517,Cristina,Kelly,Florida,06/10/1991, $128.00 
CMul35087,Cristina,Mullins,Georgia,23/01/1996, $132.00 
CShe35968,Cristina,Sherman,Georgia,22/06/1998, $176.00 
CSot36135,Cristina,Soto,Connecticut,06/12/1998, $700.00 
CMas35779,Curtis,Mason,California,15/12/1997, $75.00 
DGri34464,Daisy,Griffith,California,10/05/1994, $25.00 
DBar33800,Dale,Barker,Arizona,15/07/1992, $73.00 
DFra34631,Damon,Frank,Iowa,24/10/1994, $95.00 
DSul34676,Damon,Sullivan,California,08/12/1994," $1,346.40 "
DCha34797,Dana,Chavez,Florida,08/04/1995, $225.00 
DFle35373,Dana,Fleming,Massachusetts,04/11/1996, $325.00 
DRod35974,Dana,Rodriguez,Massachusetts,28/06/1998, $400.00 
DRui34383,Dana,Ruiz,Florida,18/02/1994, $150.00 
DWal35196,Dana,Walton,Arizona,11/05/1996, $56.10 
DCla36494,Danielle,Clark,Florida,30/11/1999, $160.00 
DOrt33576,Danielle,Ortega,Connecticut,04/12/1991, $783.75 
DMcd33521,Danny,Mcdonald,Florida,10/10/1991, $65.00 
DGil35155,Darla,Gill,Florida,31/03/1996, $136.00 
DGon35320,Darla,Gonzalez,New York,12/09/1996, $257.00 
DHen34992,Darlene,Henry,Texas,20/10/1995," $1,250.00 "
DKim33901,Darlene,Kim,Florida,24/10/1992, $55.20 
DLee33625,Darlene,Lee,Oklahoma,22/01/1992, $75.00 
DWoo34939,Darnell,Wood,New Jersey,28/08/1995, $25.00 
DHow35319,Darrel,Howard,Florida,11/09/1996, $66.00 
DOwe33629,Darrel,Owen,California,26/01/1992, $892.80 
DGon35074,Darrell,Gonzales,Florida,10/01/1996, $225.00 
DZim34576,Darrell,Zimmerman,Texas,30/08/1994, $109.00 
DCol34825,Darren,Collier,New York,06/05/1995, $319.00 
DMoo34258,Darren,Moody,Arizona,16/10/1993, $70.00 
DHam35908,Darrin,Hampton,Florida,23/04/1998, $64.00 
DCar36468,Darryl,Carroll,Idaho,04/11/1999, $450.00 
DWil33575,Darryl,Williamson,Iowa,03/12/1991, $83.00 
DMur34189,Dave,Murray,Mississippi,08/08/1993, $200.00 
DWad34977,Dave,Wade,Texas,05/10/1995, $96.00 
DSim36051,David,Simmons,Texas,13/09/1998, $220.00 
DWel34848,David,Welch,California,29/05/1995, $25.00 
DMcd34397,Dawn,Mcdaniel,Texas,04/03/1994, $99.00 
DEva33565,Dean,Evans,Kentucky,23/11/1991, $90.00 
DRay35543,Dean,Ray,California,23/04/1997, $920.00 
DAlv35434,Deanna,Alvarez,Alabama,04/01/1997, $90.00 
DGre35706,Debbie,Greer,South Carolina,03/10/1997, $136.00 
DVau34719,Deborah,Vaughn,Florida,20/01/1995, $225.00 
DHol33498,Delbert,Holt,Florida,17/09/1991, $225.00 
DSte36426,Delbert,Steele,Mississippi,23/09/1999, $160.00 
DGeo33419,Delia,George,California,30/06/1991, $25.00 
DHin33455,Delia,Hines,California,05/08/1991, $778.05 
DRob35522,Delia,Robertson,District of Columbia,02/04/1997, $692.00 
DFar32799,Delores,Farmer,North Dakota,18/10/1989, $250.00 
DLit30221,Denise,Little,New York,27/09/1982, $167.00 
DNgu31181,Dennis,Nguyen,California,14/05/1985, $25.00 
DWri29863,Dennis,Wright,Wisconsin,04/10/1981, $115.00 
DCam30713,Derek,Campbell,Nevada,01/02/1984, $111.00 
DBis30010,Derrick,Bishop,South Dakota,28/02/1982, $58.50 
DRam31159,Devin,Ramos,Missouri,22/04/1985, $70.00 
DPad31211,Dewey,Padilla,New York,13/06/1985, $385.00 
DWal30294,Dexter,Walton,New York,09/12/1982, $199.00 
DGre30934,Diane,Gregory,Pennsylvania,09/09/1984, $162.00 
DMcc29856,Diane,Mccormick,New York,27/09/1981, $302.00 
DTho30415,Diane,Thompson,New York,09/04/1983, $121.00 
DBra32797,Dianna,Bradley,Kansas,16/10/1989, $95.00 
DFra30131,Dianna,Frazier,California,29/06/1982, $55.00 
DLaw30751,Dianna,Lawrence,Illinois,10/03/1984, $164.00 
DBar31581,Dianne,Barker,Nebraska,18/06/1986, $97.00 
DHig31437,Dianne,Higgins,Michigan,25/01/1986, $425.00 
DJen31471,Dolores,Jensen,Idaho,28/02/1986, $175.00 
DAgu30034,Domingo,Aguilar,Alabama,24/03/1982, $160.00 
DFre31833,Dominic,French,New Hampshire,25/02/1987, $457.00 
DObr30677,Dominic,Obrien,California,27/12/1983, $796.00 
DHod32400,Don,Hodges,Illinois,14/09/1988, $112.00 
DAle29924,Dora,Alexander,Kansas,04/12/1981, $84.00 
DSte30346,Dora,Steele,Maine,30/01/1983, $75.00 
DFit30279,Doreen,Fitzgerald,Texas,24/11/1982, $152.00 
DMck30671,Doreen,Mckenzie,New Jersey,21/12/1983, $125.00 
DCas30382,Dorothy,Castillo,Texas,07/03/1983, $243.00 
DArm31362,Doug,Armstrong,Florida,11/11/1985, $90.00 
DHar32339,Douglas,Hardy,California,15/07/1988, $70.00 
DMcc30551,Douglas,Mccormick,New York,23/08/1983, $124.00 
DWat30218,Douglas,Watts,California,24/09/1982, $659.00 
DRya30235,Drew,Ryan,South Carolina,11/10/1982, $68.00 
DGre31907,Duane,Green,Minnesota,10/05/1987, $206.00 
DYat31564,Duane,Yates,Texas,01/06/1986, $101.00 
DRod31290,Dwayne,Rodriquez,California,31/08/1985, $25.00 
DVas32383,Dwayne,Vasquez,Illinois,28/08/1988, $322.00 
DHar32173,Dwight,Harper,West Virginia,31/01/1988, $180.00 
EHow30825,Ebony,Howard,West Virginia,23/05/1984, $160.00 
EDia30666,Ed,Diaz,California,16/12/1983," $1,331.84 "
ESim32838,Ed,Simon,Montana,26/11/1989, $54.00 
ECon31770,Edgar,Conner,California,24/12/1986, $25.00 
EDra31494,Edith,Drake,California,23/03/1986, $914.40 
ERei29858,Edith,Reid,Montana,29/09/1981, $150.00 
EBar31302,Edna,Barnett,New Jersey,12/09/1985," $1,773.52 "
ELaw30845,Edward,Lawson,California,12/06/1984, $225.00 
ELyn32430,Edward,Lynch,California,14/10/1988, $25.00 
EGon31028,Edwin,Gonzalez,California,12/12/1984, $25.00 
EWar32786,Edwin,Warren,Illinois,05/10/1989, $205.00 
ERom30807,Eileen,Romero,Rhode Island,05/05/1984, $113.00 
ELun31807,Elaine,Luna,District of Columbia,30/01/1987, $601.00 
EBen30980,Elbert,Bennett,New Jersey,25/10/1984, $25.00 
EDra29816,Elbert,Drake,California,18/08/1981, $25.00 
EMen29644,Eleanor,Mendoza,Illinois,27/02/1981, $134.00 
EWat29606,Elena,Watts,Texas,20/01/1981, $65.00 
EBis30860,Elisa,Bishop,Illinois,27/06/1984, $264.00 
EBre32267,Elisa,Brewer,Washington,04/05/1988, $251.00 
EBar30780,Elizabeth,Barber,Oklahoma,08/04/1984, $57.00 
ETow29769,Elmer,Townsend,Iowa,02/07/1981, $64.00 
EBow31579,Eloise,Bowers,California,16/06/1986, $125.00 
EAnd32416,Elsie,Andrews,New Hampshire,30/09/1988, $259.00 
EKim31193,Elvira,Kim,California,26/05/1985, $916.20 
EMur32280,Elvira,Murphy,Pennsylvania,17/05/1988, $84.00 
EYat30074,Emily,Yates,Missouri,03/05/1982, $70.00 
EWoo30051,Emmett,Woods,Ohio,10/04/1982, $425.00 
EPar32441,Erick,Park,Illinois,25/10/1988, $291.00 
EWat31172,Erik,Watson,Texas,05/05/1985," $1,250.00 "
EFor30710,Erin,Ford,Florida,29/01/1984, $225.00 
EAbb30728,Ernestine,Abbott,California,16/02/1984, $957.60 
EFer31056,Ernesto,Ferguson,Kansas,09/01/1985, $425.00 
EMit30704,Ernesto,Mitchell,Florida,23/01/1984, $56.00 
EPop31695,Ervin,Pope,New Jersey,10/10/1986, $100.00 
ERod30682,Ervin,Rodriguez,Massachusetts,01/01/1984, $500.00 
ESan30045,Essie,Sandoval,California,04/04/1982, $71.00 
EWis31563,Essie,Wise,North Dakota,31/05/1986, $425.00 
EHar30831,Estelle,Harrington,Texas,29/05/1984," $1,250.00 "
EGar32730,Esther,Garner,Maine,10/08/1989, $55.20 
EBut32681,Ethel,Butler,Texas,22/06/1989, $96.00 
EBen31284,Eugene,Bennett,Connecticut,25/08/1985, $125.00 
ECha30939,Eunice,Chambers,South Dakota,14/09/1984, $160.00 
ECol31469,Eunice,Collins,Indiana,26/02/1986, $66.00 
ECai32866,Evan,Cain,Florida,24/12/1989, $225.00 
ESte31216,Evan,Stephens,Pennsylvania,18/06/1985, $725.00 
ECol29652,Evelyn,Collins,Ohio,07/03/1981, $200.00 
ENic29780,Evelyn,Nichols,New York,13/07/1981, $215.00 
FRos31726,Faith,Rose,California,10/11/1986, $25.00 
FOrt30919,Fannie,Ortiz,Florida,25/08/1984, $55.00 
FChr31801,Faye,Christensen,Arizona,24/01/1987, $752.00 
FRey32611,Faye,Reynolds,Colorado,13/04/1989, $388.00 
FGon31972,Felicia,Gonzales,New Jersey,14/07/1987, $75.00 
FMos30194,Felipe,Moss,Florida,31/08/1982, $56.00 
FSim30167,Felipe,Simon,North Carolina,04/08/1982, $124.00 
FBat30760,Felix,Bates,Texas,19/03/1984, $194.00 
FFlo31763,Fernando,Floyd,Washington,17/12/1986, $436.00 
FVar29606,Fernando,Vargas,Connecticut,20/01/1981, $75.00 
FLow30040,Flora,Lowe,Florida,30/03/1982, $64.00 
FQui29785,Floyd,Quinn,New Jersey,18/07/1981," $1,484.00 "
FCra32265,Forrest,Crawford,New York,02/05/1988, $390.00 
FOli32844,Frances,Oliver,New York,02/12/1989, $143.00 
FCha30311,Frank,Chandler,Illinois,26/12/1982," $1,000.00 "
FCor30598,Frank,Cortez,Oklahoma,09/10/1983, $500.00 
FAlv30177,Frankie,Alvarez,Texas,14/08/1982, $204.00 
FWal32327,Fred,Walker,North Dakota,03/07/1988, $90.00 
FMey30422,Frederick,Meyer,District of Columbia,16/04/1983, $125.00 
FMor30945,Frederick,Morales,California,20/09/1984, $25.00 
FRiv31873,Frederick,Rivera,Texas,06/04/1987," $1,250.00 "
GCur31414,Gail,Curry,Pennsylvania,02/01/1986, $62.00 
GGlo31490,Gail,Glover,New Jersey,19/03/1986, $25.00 
GJac30371,Gail,Jackson,Texas,24/02/1983, $103.00 
GWon29755,Gail,Wong,New Jersey,18/06/1981, $165.00 
GCol31495,Garrett,Cole,New Mexico,24/03/1986, $70.00 
GMac32293,Garry,Mack,Missouri,30/05/1988, $200.00 
GSul31333,Garry,Sullivan,Colorado,13/10/1985, $748.00 
GGib31559,Gary,Gibson,California,27/05/1986, $97.00 
GHog31244,Gayle,Hogan,Arkansas,16/07/1985, $90.00 
GLam31350,Gene,Lambert,Oregon,30/10/1985, $125.00 
GMat29928,Genevieve,Matthews,Texas,08/12/1981," $1,250.00 "
GTho32825,George,Thornton,California,13/11/1989, $25.00 
GHal31417,Gerald,Hall,Florida,05/01/1986, $225.00 
GDun31858,Geraldine,Dunn,Tennessee,22/03/1987, $75.00 
GShe32443,Geraldine,Sherman,Vermont,27/10/1988, $725.00 
GOwe31291,Gerard,Owens,California,01/09/1985," $1,330.56 "
GLyo30058,Gerardo,Lyons,Wisconsin,17/04/1982, $107.00 
GHar30412,Gertrude,Hardy,Utah,06/04/1983, $206.00 
GKni30906,Gertrude,Knight,Pennsylvania,12/08/1984, $185.00 
GFra31311,Gilbert,Frank,Louisiana,21/09/1985, $180.00 
GGeo30997,Gilbert,George,Alaska,11/11/1984, $273.00 
GFlo29798,Ginger,Flores,New Jersey,31/07/1981, $90.00 
GRay30082,Ginger,Ray,Massachusetts,11/05/1982, $828.80 
GWar30467,Gladys,Ward,Texas,31/05/1983," $1,250.00 "
GRay31403,Glen,Ray,New York,22/12/1985, $388.00 
GGri30406,Gloria,Griffith,North Carolina,31/03/1983, $56.40 
GNas30784,Gloria,Nash,Ohio,12/04/1984, $57.00 
GAlv30349,Grace,Alvarado,Kentucky,02/02/1983, $160.00 
GBai30656,Grace,Bailey,New Jersey,06/12/1983, $528.00 
GDav30494,Grace,Davidson,California,27/06/1983, $640.00 
GJor32082,Grady,Jordan,Kentucky,01/11/1987, $160.00 
GMos31270,Greg,Moss,Indiana,11/08/1985, $78.00 
GLuc30989,Gregg,Lucas,Florida,03/11/1984, $225.00 
GLow29892,Gregory,Lowe,California,02/11/1981, $25.00 
GCur31094,Guadalupe,Curtis,Illinois,16/02/1985, $77.00 
GCun30959,Gustavo,Cunningham,Colorado,04/10/1984, $652.00 
GHol32393,Gustavo,Holt,West Virginia,07/09/1988, $225.00 
GJac31244,Gustavo,Jacobs,Missouri,16/07/1985, $75.00 
GTyl31588,Gwen,Tyler,Utah,25/06/1986, $473.00 
GMar31466,Gwendolyn,Marsh,Pennsylvania,23/02/1986, $179.00 
HPhi31337,Hannah,Phillips,Wisconsin,17/10/1985, $120.00 
HByr30270,Harold,Byrd,Florida,15/11/1982, $120.00 
HPow30843,Harry,Powers,New York,10/06/1984, $242.00 
HBal31722,Harvey,Ballard,California,06/11/1986, $25.00 
HCha30721,Harvey,Chapman,Texas,09/02/1984," $1,250.00 "
HPer29856,Harvey,Perry,Florida,27/09/1981, $68.00 
HHar29629,Helen,Hart,Wisconsin,12/02/1981, $114.00 
HWhe31715,Helen,Wheeler,Tennessee,30/10/1986, $150.00 
HCur30183,Henry,Curry,Virginia,20/08/1982, $294.00 
HGar30997,Henry,Gardner,Texas,11/11/1984, $115.00 
HHar30056,Herman,Harvey,Arkansas,15/04/1982, $75.00 
HHer32051,Herman,Herrera,Massachusetts,01/10/1987, $513.00 
HWil29774,Hilda,Wilson,South Dakota,07/07/1981, $90.00 
HCor32394,Holly,Cortez,Michigan,08/09/1988, $425.00 
HPau31885,Holly,Paul,Wyoming,18/04/1987, $55.20 
HHow32038,Homer,Howard,Alaska,18/09/1987, $449.00 
HGib30018,Horace,Gibbs,Texas,08/03/1982, $106.00 
HRey30323,Hubert,Reyes,California,07/01/1983, $25.00 
HWol32109,Hubert,Wolfe,Texas,28/11/1987, $101.00 
HArn30123,Hugh,Arnold,Georgia,21/06/1982, $87.00 
HPar32296,Hugo,Parsons,Texas,02/06/1988, $178.00 
IWea30280,Ida,Weaver,Texas,25/11/1982, $54.00 
ISte30383,Ignacio,Stephens,New York,08/03/1983, $106.00 
IWas31226,Inez,Washington,Ohio,28/06/1985, $104.00 
IWel32421,Inez,Wells,Florida,05/10/1988, $128.00 
ISim32074,Ira,Simmons,Georgia,24/10/1987, $69.00 
IMan30269,Iris,Mann,Texas,14/11/1982, $167.00 
IFor30728,Irving,Ford,Delaware,16/02/1984, $235.00 
IOrt31170,Irving,Ortega,Kentucky,03/05/1985, $144.00 
IGra31154,Isaac,Grant,Kansas,17/04/1985, $95.00 
ICar30088,Ismael,Carter,New Jersey,17/05/1982, $821.60 
IRee31409,Ismael,Reese,Illinois,28/12/1985, $145.00 
IHod32290,Israel,Hodges,Iowa,27/05/1988, $95.00 
IPat31602,Ivan,Patterson,Nebraska,09/07/1986, $750.00 
JBar32533,Jack,Barrett,Rhode Island,25/01/1989, $166.00 
JDia31479,Jackie,Diaz,Florida,08/03/1986, $56.10 
JLaw30319,Jackie,Lawson,Alabama,03/01/1983, $78.00 
JGom30843,Jacqueline,Gomez,Connecticut,10/06/1984, $605.00 
JGre31837,Jacquelyn,Gregory,California,01/03/1987, $25.00 
JNew29729,Jacquelyn,Newton,California,23/05/1981, $790.00 
JCla29911,Jaime,Clarke,Tennessee,21/11/1981, $70.00 
JRob31529,Jaime,Roberson,California,27/04/1986, $75.00 
JHop30167,James,Hopkins,Connecticut,04/08/1982, $62.00 
JWar32390,James,Ward,Michigan,04/09/1988, $425.00 
JSch29593,Jamie,Schultz,Wyoming,07/01/1981, $108.00 
JTod31786,Jane,Todd,Utah,09/01/1987, $432.00 
JRob31270,Janice,Roberts,Massachusetts,11/08/1985, $651.00 
JWag31392,Janie,Wagner,Indiana,11/12/1985, $90.00 
JGut31737,Jared,Gutierrez,Illinois,21/11/1986, $91.00 
JPer29683,Jared,Perkins,California,07/04/1981, $64.00 
JAlv31999,Jasmine,Alvarado,Vermont,10/08/1987, $136.00 
JBuc29640,Jasmine,Buchanan,California,23/02/1981, $25.00 
